date,pollution_0,pollution_1,pollution_2,pollution_3,pollution_4,pollution_5,pollution_6,pollution_7,pollution_8,pollution_9,pollution_10,pollution_11,pollution_12,pollution_13,pollution_14,pollution_15,pollution_16,pollution_17,pollution_18,pollution_19,pollution_20,pollution_21,pollution_22,pollution_23,temp_0,temp_1,temp_2,temp_3,temp_4,temp_5,temp_6,temp_7,temp_8,temp_9,temp_10,temp_11,temp_12,temp_13,temp_14,temp_15,temp_16,temp_17,temp_18,temp_19,temp_20,temp_21,temp_22,temp_23,wndspd_0,wndspd_1,wndspd_2,wndspd_3,wndspd_4,wndspd_5,wndspd_6,wndspd_7,wndspd_8,wndspd_9,wndspd_10,wndspd_11,wndspd_12,wndspd_13,wndspd_14,wndspd_15,wndspd_16,wndspd_17,wndspd_18,wndspd_19,wndspd_20,wndspd_21,wndspd_22,wndspd_23
2010-01-12,3.091042453358316,3.091042453358316,3.6375861597263857,3.295836866004329,2.772588722239781,2.302585092994046,2.4849066497880004,2.4849066497880004,2.833213344056216,2.6390573296152584,2.772588722239781,3.091042453358316,3.2188758248682006,3.1354942159291497,3.1354942159291497,3.1354942159291497,2.995732273553991,3.1780538303479458,3.258096538021482,3.258096538021482,3.4657359027997265,3.258096538021482,3.1354942159291497,3.1354942159291497,-15,-14,-14,-18,-13,-14,-14,-12,-14,-12,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-12,-12,-12,-12,1.0224509277025458,1.0260415958332743,0.6365768290715511,1.0260415958332743,1.5216989981260935,1.4182774069729414,2.0980179272527715,2.6361960973342264,2.8892600290434745,3.091042453358316,3.3253956682458736,3.6041382256588457,3.888140064964814,4.159195534541717,4.3435456478556,4.489198009735671,4.6250708476944276,4.701025671631613,4.77912349311153,4.8445807097661735,4.906015244966153,4.963893031544124,5.018603463745433,5.081590683029905
2010-01-13,2.772588722239781,2.833213344056216,2.4849066497880004,2.4849066497880004,2.5649493574615367,2.4849066497880004,2.5649493574615367,3.332204510175204,3.367295829986474,3.5553480614894135,3.5263605246161616,3.6109179126442243,3.295836866004329,3.912023005428146,3.970291913552122,3.871201010907891,3.871201010907891,3.6888794541139363,4.0943445622221,4.343805421853684,4.574710978503383,4.564348191467836,4.23410650459726,4.189654742026425,-12,-12,-12,-13,-12,-12,-12,-12,-12,-11,-10,-9,-8,-6,-5,-5,-5,-7,-8,-9,-10,-13,-12,-13,5.140844507723473,5.19184512203752,5.2521687105220565,5.293455567131129,5.328749573668238,5.375324702908821,5.4257866717938406,5.4643825008224685,5.497905658240709,5.5338636845792895,5.556557754899676,5.578748212285625,5.6053975727348,5.6345752944925,5.6629257573108935,5.687449820035304,5.703982454658868,1.0260415958332743,0.371563556432483,0.85015092936961,1.0260415958332743,0.6365768290715511,1.0224509277025458,0.6365768290715511
2010-01-14,4.330733340286331,5.552959584921617,5.1647859739235145,5.10594547390058,5.087596335232384,4.927253685157205,4.532599493153256,4.174387269895637,4.477336814478207,4.477336814478207,4.442651256490317,4.564348191467836,4.382026634673881,4.330733340286331,4.382026634673881,4.465908118654584,4.290459441148391,4.499809670330265,4.553876891600541,4.248495242049359,3.912023005428146,3.5263605246161616,3.332204510175204,3.044522437723423,-14,-15,-15,-16,-16,-17,-14,-17,-15,-14,-10,-9,-6,-5,-5,-4,-4,-5,-3,-3,-4,-5,-6,-6,1.0224509277025458,1.3001916620664788,0.6365768290715511,1.0224509277025458,1.5195132049061133,2.0412203288596382,2.4612967841488667,2.6979998652487085,2.8118094353930627,2.9841656371825254,3.1692653243148663,3.2418107961506966,3.309447523052588,3.3727979071404572,3.432372999130605,3.528710701961115,0.6365768290715511,1.0260415958332743,1.918392120161421,2.5352828571130672,3.070839746040796,3.2418107961506966,1.4182774069729414,2.2027647577118348
2010-01-15,3.6109179126442243,3.6375861597263857,3.4339872044851463,2.9444389791664403,3.091042453358316,2.6390573296152584,3.1780538303479458,3.295836866004329,3.332204510175204,3.4339872044851463,3.367295829986474,3.295836866004329,3.295836866004329,3.4657359027997265,3.58351893845611,3.6109179126442243,3.6375861597263857,4.174387269895637,4.430816798843313,4.5217885770490405,4.51085950651685,4.634728988229636,4.553876891600541,4.477336814478207,-7,-8,-10,-10,-9,-9,-9,-9,-8,-8,-7,-6,-5,-4,-3,-3,-2,-5,-6,-6,-6,-8,-10,-11,2.698673039289613,1.918392120161421,2.5352828571130672,2.7568403652716422,3.028683373693677,2.0980179272527715,2.6361960973342264,2.9841656371825254,3.1692653243148663,3.3877743613300146,3.6041382256588457,3.750914845033389,3.841171264456195,1.0260415958332743,0.6365768290715511,1.0224509277025458,1.172482137234565,0.6365768290715511,0.6365768290715511,1.0224509277025458,1.0260415958332743,1.5216989981260935,0.6365768290715511,1.0224509277025458
2010-01-16,4.955827057601261,5.356586274672012,5.493061443340548,5.605802066295998,5.521460917862246,5.303304908059076,4.997212273764115,4.74493212836325,4.634728988229636,4.6913478822291435,4.912654885736052,4.795790545596741,5.003946305945459,4.852030263919617,4.859812404361672,4.948759890378168,5.003946305945459,5.017279836814924,5.043425116919247,5.288267030694535,5.4638318050256105,5.568344503761097,5.598421958998375,5.58724865840025,-11,-13,-12,-13,-12,-10,-10,-11,-11,-9,-9,-6,-5,-4,-3,-3,-3,-4,-7,-7,-8,-9,-11,-11,1.3001916620664788,0.6365768290715511,0.6365768290715511,0.6365768290715511,1.0224509277025458,1.0260415958332743,1.3029127521808397,1.6992786164338898,1.9823798288367047,2.2027647577118348,2.3832429960115,0.6365768290715511,1.0260415958332743,0.6365768290715511,1.0224509277025458,1.3001916620664788,1.5173226235262949,0.6365768290715511,0.6365768290715511,1.0224509277025458,1.172482137234565,1.415853163361435,0.6365768290715511,1.3029127521808397
2010-01-17,5.575949103146316,5.488937726156687,5.327876168789581,5.081404364984463,5.017279836814924,5.003946305945459,5.342334251964811,5.3471075307174685,5.214935757608986,5.087596335232384,5.209486152841421,5.442417710521793,5.14166355650266,5.153291594497779,5.043425116919247,5.117993812416755,5.181783550292085,5.2574953720277815,5.3612921657094255,5.5254529391317835,5.594711379601839,5.762051382780177,5.676753802268282,5.749392985908253,-12,-11,-11,-12,-12,-10,-11,-10,-10,-8,-6,-5,-4,-3,-1,-1,-1,-3,-5,-6,-7,-7,-9,-9,1.918392120161421,0.371563556432483,0.85015092936961,1.0260415958332743,1.5216989981260935,2.0425181875752383,2.3832429960115,2.5360749363624,2.757475084429733,2.9386326815134183,0.371563556432483,0.85015092936961,1.172482137234565,1.415853163361435,1.6114359150967734,1.6974487897568136,0.6365768290715511,1.0224509277025458,1.3001916620664788,0.6365768290715511,0.371563556432483,0.6418538861723947,0.8544153281560676,0.6365768290715511
2010-01-18,5.645446897643238,5.645446897643238,5.717027701406222,5.857933154483459,6.0112671744041615,5.8916442118257715,5.459585514144159,5.0106352940962555,4.997212273764115,5.220355825078324,5.087596335232384,4.927253685157205,4.990432586778736,4.976733742420574,5.043425116919247,5.159055299214529,5.241747015059643,5.318119993844216,5.455321115357702,6.013715156042802,6.077642243349034,6.0014148779611505,5.8888779583328805,5.998936561946683,-10,-11,-9,-10,-11,-11,-11,-11,-11,-6,-5,-3,-1,0,1,1,1,-1,-2,-3,-2,-1,-1,-1,0.6365768290715511,1.4182774069729414,1.7783364488959144,2.0425181875752383,2.151762203259462,1.0260415958332743,0.6365768290715511,1.6134299337036377,1.918392120161421,2.382320061012899,2.5352828571130672,2.667922410011431,2.785011242238338,2.8898160479624417,1.0260415958332743,0.6365768290715511,0.6365768290715511,1.3029127521808397,0.6365768290715511,0.6365768290715511,0.6365768290715511,1.0260415958332743,1.5216989981260935,0.6365768290715511
2010-01-19,5.883322388488279,5.950642552587727,5.808142489980444,5.616771097666572,5.54907608489522,5.713732805509369,5.802118375377063,5.908082938168931,5.697093486505405,5.805134968916488,5.780743515792329,5.8289456176102075,5.71042701737487,5.739792912179234,5.723585101952381,5.749392985908253,5.820082930352362,5.8805329864007,6.186208623900494,6.056784013228625,6.0014148779611505,5.926926025970411,5.811140992976701,5.840641657373398,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,1,1,2,2,2,1,2,1,0,0,1,1.0260415958332743,1.7783364488959144,2.0425181875752383,2.2512917986064953,2.4239173781615704,2.4997952622817508,2.570319527636131,2.698673039289613,0.6365768290715511,1.0260415958332743,0.6365768290715511,1.0260415958332743,0.6365768290715511,0.85015092936961,0.6365768290715511,0.371563556432483,0.85015092936961,0.6365768290715511,0.6365768290715511,1.0260415958332743,1.7783364488959144,2.0425181875752383,2.2512917986064953,2.5360749363624
2010-01-20,5.8998973535824915,5.966146739123692,5.910796644040527,5.5909869805108565,4.276666119016055,4.406719247264253,3.9512437185814275,3.912023005428146,3.8066624897703196,3.828641396489095,3.58351893845611,3.4011973816621555,3.332204510175204,3.4011973816621555,2.833213344056216,3.1780538303479458,3.367295829986474,3.1354942159291497,2.4849066497880004,3.258096538021482,2.833213344056216,3.044522437723423,3.044522437723423,2.9444389791664403,0,-1,-2,-1,1,0,2,1,0,0,1,0,0,-1,-1,-1,-1,-2,-3,-4,-3,-4,-4,-5,2.757475084429733,2.865053949911875,3.0291670496402285,3.2767673032839784,3.3884498088396526,3.488902962081261,3.62886402170395,3.751619483935122,3.9068094383752587,4.041119578762556,4.1595078881285135,4.277915338416487,4.37248122183035,2.2027647577118348,2.0980179272527715,1.918392120161421,1.918392120161421,2.6361960973342264,3.0914968955383704,3.3727979071404572,3.663305202994506,3.86974161317154,4.040767961318708,4.200204952921578
2010-01-21,2.9444389791664403,2.8903717578961645,2.8903717578961645,2.8903717578961645,2.772588722239781,2.995732273553991,2.833213344056216,2.9444389791664403,2.9444389791664403,2.9444389791664403,3.295836866004329,3.295836866004329,3.258096538021482,3.2188758248682006,2.772588722239781,2.8903717578961645,2.772588722239781,3.091042453358316,3.713572066704308,3.9512437185814275,3.828641396489095,4.127134385045092,4.290459441148391,3.6635616461296463,-6,-6,-7,-8,-8,-9,-9,-9,-8,-8,-7,-7,-5,-5,-4,-3,-2,-2,-2,-3,-3,-8,-9,-9,4.33768282082183,4.458524605646606,4.566325402164524,4.6466959328165895,4.721084810584447,4.782814153230935,4.861903240295856,4.935193098929397,4.997482507517955,5.0561184086986675,5.0869788606835895,1.4182774069729414,1.6134299337036377,1.4182774069729414,1.0260415958332743,1.0260415958332743,1.7783364488959144,2.462149662665384,2.8124102164264526,3.111735949310297,3.2763897310688073,0.6365768290715511,1.0260415958332743,1.5216989981260935
2010-01-22,3.58351893845611,3.4011973816621555,3.295836866004329,2.9444389791664403,2.772588722239781,2.772588722239781,3.1354942159291497,3.091042453358316,2.995732273553991,3.1354942159291497,3.258096538021482,3.1354942159291497,3.295836866004329,3.4965075614664802,3.4339872044851463,3.4965075614664802,3.4339872044851463,3.4965075614664802,3.6375861597263857,3.912023005428146,3.871201010907891,3.6888794541139363,3.58351893845611,3.8918202981106265,-6,-4,-5,-6,-7,-7,-7,-7,-7,-5,-4,-4,-3,-3,-2,-2,-2,-2,-3,-5,-4,-4,-4,-7,2.151762203259462,2.9139797716817317,3.3414473772563813,3.5920931854262443,3.7718409748282835,3.8973153765558717,4.008786673860454,4.0943445622221,4.17315574264639,4.233236561088719,4.331916850188431,4.443004135397701,4.566533302373173,4.663816381420824,4.752468873008971,4.8338981155962015,4.90260454988255,4.944851553550253,4.979282216438234,5.012566760946003,5.038963566083114,5.075923534124373,5.106187868762996,5.130253681500782
2010-01-23,3.912023005428146,3.2188758248682006,3.1780538303479458,3.044522437723423,2.995732273553991,2.833213344056216,3.1354942159291497,3.2188758248682006,3.2188758248682006,3.7376696182833684,3.1780538303479458,2.995732273553991,2.772588722239781,2.995732273553991,2.8903717578961645,2.8903717578961645,3.1354942159291497,0,0,0,0,0,0,0,-4,-8,-5,-6,-5,-6,-7,-7,-6,-2,-1,0,1,2,2,3,3,2,1,0,0,-3,0,0,5.153753915356684,0.6365768290715511,1.7783364488959144,2.2027647577118348,2.6369121732688705,2.8390784635086144,3.050220458838061,3.2244602031621015,3.2932409068235073,3.4610373820181723,3.686376323895818,3.8701588013294472,4.02535169073515,4.1596640283427435,4.278054044290903,4.383899879055562,4.469350462845557,4.52417702677856,4.576153236917599,4.616703421801764,1.0260415958332743,0.6365768290715511,1.0260415958332743,1.7783364488959144
2010-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-7,-8,-11,-9,-10,-12,-12,-13,-7,-4,0,4,5,5,5,5,3,1,-1,-2,-3,-4,-5,2.0425181875752383,0.371563556432483,1.0260415958332743,1.5216989981260935,1.6992786164338898,0.6365768290715511,0.6365768290715511,0.6365768290715511,1.0260415958332743,0.6365768290715511,1.0224509277025458,1.3001916620664788,1.6134299337036377,2.6979998652487085,3.1692653243148663,3.5151211279804695,3.7297814454343623,3.9241491852259864,4.13804241748782,4.3551691805039985,4.5090997172373575,4.6029677624328915,4.744758200195145,4.868918108144241
2010-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-6,-6,-6,-6,-7,-7,-7,-6,-4,-3,-2,-1,1,2,2,2,1,-1,-1,-4,-1,-5,-3,4.95758607300644,5.01853732399211,5.09534402202321,5.153811690438308,5.209048898789854,5.2403174222500475,5.266052405960761,5.286598973593838,5.311184232254861,5.339459309879212,5.381462947634706,5.407844191075279,5.443283136798223,5.477509030333064,5.506956231659364,5.535561042241028,5.554779633055071,1.6134299337036377,2.0980179272527715,2.423031246069913,2.570319527636131,2.785011242238338,0.6365768290715511,1.4182774069729414
2010-01-26,0,0,0,0,0,0,0,0,0,0,0,0,4.48863636973214,4.454347296253507,4.51085950651685,4.852030263919617,4.976733742420574,5.318119993844216,5.298317366548036,5.44673737166631,5.616771097666572,5.831882477283517,5.700443573390687,5.594711379601839,-9,-8,-11,-12,-10,-10,-12,-10,-13,-8,-6,-3,-1,0,1,2,1,-1,-3,-3,-5,-6,-5,-4,0.6365768290715511,1.0224509277025458,1.172482137234565,1.415853163361435,1.4182774069729414,1.7783364488959144,2.0425181875752383,2.2512917986064953,1.0260415958332743,1.6134299337036377,1.918392120161421,0.6365768290715511,1.0260415958332743,1.5216989981260935,0.6365768290715511,1.0260415958332743,1.7783364488959144,1.918392120161421,2.0412203288596382,0.6365768290715511,0.6365768290715511,1.0260415958332743,0.6365768290715511,1.0260415958332743
2010-01-27,5.703782474656201,5.707110264748875,5.484796933490655,5.365976015021851,5.147494476813453,5.0369526024136295,5.0369526024136295,4.948759890378168,4.997212273764115,5.0689042022202315,5.0369526024136295,5.043425116919247,4.969813299576001,4.51085950651685,4.02535169073515,3.970291913552122,3.7376696182833684,3.4011973816621555,3.6375861597263857,3.912023005428146,4.04305126783455,3.6635616461296463,3.6375861597263857,3.367295829986474,-4,-3,-4,-4,-3,-4,-5,-4,-3,-1,1,3,4,6,8,8,7,7,5,4,3,3,3,0,1.5216989981260935,1.851599469584072,2.0992441689760155,2.4239173781615704,2.5710843460290524,2.785628335747585,2.8903717578961645,2.9851767596144745,1.4182774069729414,1.9823798288367047,2.340843805111136,1.0260415958332743,1.7783364488959144,2.2027647577118348,2.8390784635086144,3.224857896545748,3.502549875922443,3.6975913947159578,3.879499813722586,3.976311495310508,4.048998460455224,4.1455128487965,4.233526626355437,4.290185431008302
2010-01-28,3.044522437723423,3.1354942159291497,3.332204510175204,3.5553480614894135,3.332204510175204,3.4965075614664802,3.367295829986474,3.367295829986474,2.9444389791664403,2.8903717578961645,2.833213344056216,2.9444389791664403,2.833213344056216,2.5649493574615367,2.6390573296152584,3.1780538303479458,3.091042453358316,2.6390573296152584,2.70805020110221,3.1780538303479458,2.833213344056216,3.258096538021482,3.044522437723423,3.258096538021482,-1,-1,-1,-2,-2,-3,-3,-3,-3,-2,-2,-1,1,1,1,1,1,0,0,-1,-1,-4,-2,-2,4.355425952876702,2.0980179272527715,2.570319527636131,2.8384934971274993,3.0914968955383704,3.259249719006474,1.4182774069729414,2.2027647577118348,2.6369121732688705,3.050220458838061,3.2932409068235073,3.6044102974874863,3.822098297900159,4.0007662152625345,4.152298955482657,4.29606016612269,4.421728001525434,4.523743187292363,4.607467545036775,4.646791860678911,4.663816381420824,0.6365768290715511,1.6134299337036377,2.0980179272527715
2010-01-29,2.995732273553991,3.2188758248682006,3.258096538021482,3.044522437723423,3.2188758248682006,2.8903717578961645,2.3978952727983707,2.4849066497880004,2.833213344056216,3.044522437723423,2.6390573296152584,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,3.4657359027997265,3.6109179126442243,3.7612001156935624,3.970291913552122,3.295836866004329,3.2188758248682006,3.258096538021482,3.784189633918261,3.871201010907891,-1,-4,-4,-8,-7,-8,-10,-2,-1,1,2,3,4,5,6,6,6,5,5,5,3,3,3,3,2.570319527636131,2.785011242238338,0.6365768290715511,1.0260415958332743,0.6365768290715511,1.0260415958332743,0.6365768290715511,1.6134299337036377,2.382320061012899,2.9381031607173544,3.325755186495297,3.5544905510752844,3.761665123839584,3.9331972406595526,4.064228938317477,4.193737306100135,4.2961963780686885,4.372355014977151,4.443121734033692,4.50920979484218,4.5525075334047855,4.5940081212819,4.625168872494781,4.672267929520586
